"MUNICIPIO","CTY","INDUSTRIA","NAICS","UNIDADES","EMPLEO PROMEDIO","SALARIO Total Municipio Segundo Trimestre 2022","Promedio"
"Cataño","33","Productos Minerales no Metálicos ","327","1","*","*","*"
"Cataño","33","Industrias de Materiales Primarios ","331","1","*","*","*"
"Cataño","33","Productos de Metal ","332","5","112","859487","7697"
"Cataño","33","Maquinaria ","333","1","*","*","*"
"Cataño","33","Computadora y Productos Electrónicos","334","1","*","*","*"
"Cataño","33","Equipo y Aparatos Eléctricos ","335","0","0","0","0"
"Cataño","33","Equipo de Transportación ","336","0","0","0","0"
"Cataño","33","Muebles y Productos Relacionados ","337","0","0","0","0"
"Cataño","33","Industrias Manufactureras Misceláneas","339","0","0","0","0"
"Cataño","33","Comercio al por Mayor","42","60","2265","25500338","11257"
"Cataño","33","Comercio al Detal","44-45","56","730","7028135","9632"
"Cataño","33","Transportación y Almacenamiento ","48-49","24","1044","11374167","10891"
"Cataño","33","Información","51","7","455","4591021","10098"
"Cataño","33","Finanzas y Seguros ","52","3","18","112761","6383"
"Cataño","33","Bienes Raíces, Renta o Arrendamiento ","53","13","96","626347","6502"
"Cataño","33","Servicios Profesionales y Técnicos ","54","25","315","3200205","10149"
"Cataño","33","Gerencia de Companías y Empresas ","55","6","398","5103488","12812"
"Cataño","33","Servicios Adm. y Desperdicios Sólidos","56","18","2409","9381945","3895"
"Cataño","33","Servicios Educativos ","61","4","292 ","2065483 ","7074 "
"Cataño","33","Servicios de Salud y Asistencia Social ","62","13","118","708401","6003"
"Cataño","33","Arte, Entretenimiento y Recreación ","71","1","*","*","*"
"Cataño","33","Alojamiento y Servicios de Alimentos ","72","22","208","816690","3926"
"Cataño","33","Otros Servicios Excepto Adm. Pública ","81","14","205","1664856","8121"
"Cataño","33","Administración Pública ","92","9","864 ","4869803 ","5636 "
"Cataño","33","Otros (Establecimientos no Clasificados) ","99","0","0","0","0"
"Cayey","35","Total Municipio Segundo Trimestre 2022 ","","484","9507","70391723","7404"
"Cayey","35","Agricultura, Bosque, Pesca y Caza","11","10","18","87831","4791"
"Cayey","35","Mineria","21","1","*","*","*"
"Cayey","35","Electricidad, Agua y Gas ","22","3","*","*","*"
"Cayey","35","Construcción ","23","20","157","828451","5277"
"Cayey","35","Manufactura","31-33","21","1892","17088357","9030"
"Cayey","35","Alimentos","311","3","37","161478","4364"
"Cayey","35","Productos de Tabaco y Bebidas","312","3","870","7537442","8667"
"Cayey","35","Textiles ","313","0","0","0","0"
"Cayey","35","Productos Textiles Excepto Ropa","314","0","0","0","0"
"Cayey","35","Ropa ","315","0","0","0","0"
"Cayey","35","Cuero y Productos Relacionados ","316","0","0","0","0"
"Cayey","35","Productos de Madera","321","1","*","*","*"
"Cayey","35","Papel","322","1","*","*","*"
"Cayey","35","Imprenta e Industrias Relacionadas ","323","2","*","*","*"
"Cayey","35","Productos de Petróleo y Carbón ","324","0","0","0","0"
"Cayey","35","Productos Químicos ","325","2","*","*","*"
"Cayey","35","Productos de Goma y Plásticos","326","3","*","*","*"
"Cayey","35","Productos Minerales no Metálicos ","327","1","*","*","*"
"Cayey","35","Industrias de Materiales Primarios ","331","1","*","*","*"
"Cayey","35","Productos de Metal ","332","2","*","*","*"
"Cayey","35","Maquinaria ","333","0","0","0","0"
"Cayey","35","Computadora y Productos Electrónicos","334","0","0","0","0"
"Cayey","35","Equipo y Aparatos Eléctricos ","335","0","0","0","0"
"Cayey","35","Equipo de Transportación ","336","0","0","0","0"
"Cayey","35","Muebles y Productos Relacionados ","337","2","*","*","*"
"Cayey","35","Industrias Manufactureras Misceláneas","339","0","0","0","0"
"Cayey","35","Comercio al por Mayor","42","14","240","1785336","7449"
"Cayey","35","Comercio al Detal","44-45","110","2013","11565406","5745"
"Cayey","35","Transportación y Almacenamiento ","48-49","10","41","360855","8801"
"Cayey","35","Información","51","5","77","677943","8843"
"Cayey","35","Finanzas y Seguros ","52","12","106","914749","8630"
"Cayey","35","Bienes Raíces, Renta o Arrendamiento ","53","19","69","406329","5917"
"Cayey","35","Servicios Profesionales y Técnicos ","54","30","91","560873","6186"
"Cayey","35","Gerencia de Companías y Empresas ","55","2","*","*","*"
"Cayey","35","Servicios Adm. y Desperdicios Sólidos","56","11","63","331658","5237"
"Cayey","35","Servicios Educativos ","61","8","1200 ","9691361 ","8076 "
"Cayey","35","Servicios de Salud y Asistencia Social ","62","104","1745","16504980","9457"
"Cayey","35","Arte, Entretenimiento y Recreación ","71","10","29","276484","9534"
"Cayey","35","Alojamiento y Servicios de Alimentos ","72","50","696","2671747","3839"
"Cayey","35","Otros Servicios Excepto Adm. Pública ","81","31","124","658976","5314"
"Cayey","35","Administración Pública ","92","13","720 ","3609734 ","5011 "
"Cayey","35","Otros (Establecimientos no Clasificados) ","99","0","0","0","0"
"Ceiba","37","Total Municipio Segundo Trimestre 2022 ","","101","1407","8257310","5867"
"Ceiba","37","Agricultura, Bosque, Pesca y Caza","11","3","2","2863","1227"
"Ceiba","37","Mineria","21","0","0","0","0"
"Ceiba","37","Electricidad, Agua y Gas ","22","0","0","0","0"
"Ceiba","37","Construcción ","23","6","91","355170","3889"
"Ceiba","37","Manufactura","31-33","10","195","1455614","7452"
"Ceiba","37","Alimentos","311","1","*","*","*"
"Ceiba","37","Productos de Tabaco y Bebidas","312","0","0","0","0"
"Ceiba","37","Textiles ","313","0","0","0","0"
"Ceiba","37","Productos Textiles Excepto Ropa","314","0","0","0","0"
"Ceiba","37","Ropa ","315","0","0","0","0"
"Ceiba","37","Cuero y Productos Relacionados ","316","0","0","0","0"
"Ceiba","37","Productos de Madera","321","0","0","0","0"
"Ceiba","37","Papel","322","0","0","0","0"
"Ceiba","37","Imprenta e Industrias Relacionadas ","323","0","0","0","0"
"Ceiba","37","Productos de Petróleo y Carbón ","324","0","0","0","0"
"Ceiba","37","Productos Químicos ","325","1","*","*","*"
"Ceiba","37","Productos de Goma y Plásticos","326","0","0","0","0"
"Ceiba","37","Productos Minerales no Metálicos ","327","1","*","*","*"
"Ceiba","37","Industrias de Materiales Primarios ","331","0","0","0","0"
"Ceiba","37","Productos de Metal ","332","3","52","411438","7963"
"Ceiba","37","Maquinaria ","333","1","*","*","*"
"Ceiba","37","Computadora y Productos Electrónicos","334","0","0","0","0"
"Ceiba","37","Equipo y Aparatos Eléctricos ","335","0","0","0","0"
"Ceiba","37","Equipo de Transportación ","336","2","*","*","*"
"Ceiba","37","Muebles y Productos Relacionados ","337","0","0","0","0"
"Ceiba","37","Industrias Manufactureras Misceláneas","339","1","*","*","*"
"Ceiba","37","Comercio al por Mayor","42","6","42","233724","5609"
"Ceiba","37","Comercio al Detal","44-45","14","101","595888","5880"
"Ceiba","37","Transportación y Almacenamiento ","48-49","3","*","*","*"
"Ceiba","37","Información","51","0","0","0","0"
"Ceiba","37","Finanzas y Seguros ","52","3","19","139663","7224"
"Ceiba","37","Bienes Raíces, Renta o Arrendamiento ","53","5","9","45322","4856"
"Ceiba","37","Servicios Profesionales y Técnicos ","54","7","24","267594","11150"
"Ceiba","37","Gerencia de Companías y Empresas ","55","0","0","0","0"
"Ceiba","37","Servicios Adm. y Desperdicios Sólidos","56","6","71","368767","5194"
"Ceiba","37","Servicios Educativos ","61","6","242 ","1599729 ","6601 "
"Ceiba","37","Servicios de Salud y Asistencia Social ","62","13","60","303712","5062"
"Ceiba","37","Arte, Entretenimiento y Recreación ","71","0","0","0","0"
"Ceiba","37","Alojamiento y Servicios de Alimentos ","72","5","70","256407","3680"
"Ceiba","37","Otros Servicios Excepto Adm. Pública ","81","6","16","77703","4856"
"Ceiba","37","Administración Pública ","92","8","379 ","1842422 ","4861 "
"Ceiba","37","Otros (Establecimientos no Clasificados) ","99","0","0","0","0"
"Ciales","39","Total Municipio Segundo Trimestre 2022 ","","153","1720","9189844","5343"
"Ciales","39","Agricultura, Bosque, Pesca y Caza","11","24","73","209125","2865"
"Ciales","39","Mineria","21","1","*","*","*"
"Ciales","39","Electricidad, Agua y Gas ","22","1","*","*","*"
"Ciales","39","Construcción ","23","13","72","334954","4631"
"Ciales","39","Manufactura","31-33","10","112","647246","5796"
"Ciales","39","Alimentos","311","5","52","263585","5102"
"Ciales","39","Productos de Tabaco y Bebidas","312","1","*","*","*"
"Ciales","39","Textiles ","313","0","0","0","0"
"Ciales","39","Productos Textiles Excepto Ropa","314","0","0","0","0"
"Ciales","39","Ropa ","315","0","0","0","0"
"Ciales","39","Cuero y Productos Relacionados ","316","0","0","0","0"
"Ciales","39","Productos de Madera","321","0","0","0","0"
"Ciales","39","Papel","322","0","0","0","0"
"Ciales","39","Imprenta e Industrias Relacionadas ","323","1","*","*","*"
"Ciales","39","Productos de Petróleo y Carbón ","324","0","0","0","0"
"Ciales","39","Productos Químicos ","325","1","*","*","*"
"Ciales","39","Productos de Goma y Plásticos","326","2","*","*","*"
"Ciales","39","Productos Minerales no Metálicos ","327","0","0","0","0"
"Ciales","39","Industrias de Materiales Primarios ","331","0","0","0","0"
"Ciales","39","Productos de Metal ","332","0","0","0","0"
"Ciales","39","Maquinaria ","333","0","0","0","0"
"Ciales","39","Computadora y Productos Electrónicos","334","0","0","0","0"
"Ciales","39","Equipo y Aparatos Eléctricos ","335","0","0","0","0"
"Ciales","39","Equipo de Transportación ","336","0","0","0","0"
"Ciales","39","Muebles y Productos Relacionados ","337","0","0","0","0"
"Ciales","39","Industrias Manufactureras Misceláneas","339","0","0","0","0"
"Ciales","39","Comercio al por Mayor","42","4","17","101933","5996"
"Ciales","39","Comercio al Detal","44-45","31","227","925490","4083"
"Ciales","39","Transportación y Almacenamiento ","48-49","2","*","*","*"
"Ciales","39","Información","51","0","0","0","0"
"Ciales","39","Finanzas y Seguros ","52","2","*","*","*"
"Ciales","39","Bienes Raíces, Renta o Arrendamiento ","53","3","7","21153","3022"
"Ciales","39","Servicios Profesionales y Técnicos ","54","8","28","206911","7479"
"Ciales","39","Gerencia de Companías y Empresas ","55","0","0","0","0"
"Ciales","39","Servicios Adm. y Desperdicios Sólidos","56","2","*","*","*"
"Ciales","39","Servicios Educativos ","61","2","274 ","1955801 ","7147 "
"Ciales","39","Servicios de Salud y Asistencia Social ","62","17","226","1775601","7857"
"Ciales","39","Arte, Entretenimiento y Recreación ","71","0","0","0","0"
"Ciales","39","Alojamiento y Servicios de Alimentos ","72","16","168","537159","3197"
"Ciales","39","Otros Servicios Excepto Adm. Pública ","81","8","15","49979","3332"
"Ciales","39","Administración Pública ","92","9","389 ","1691719 ","4345 "
"Ciales","39","Otros (Establecimientos no Clasificados) ","99","0","0","0","0"
"Cidra","41","Total Municipio Segundo Trimestre 2022 ","","394","6028","42454288","7042"
"Cidra","41","Agricultura, Bosque, Pesca y Caza","11","13","30","93487","3116"
"Cidra","41","Mineria","21","0","0","0","0"
"Cidra","41","Electricidad, Agua y Gas ","22","1","*","*","*"
"Cidra","41","Construcción ","23","18","66","376474","5704"
"Cidra","41","Manufactura","31-33","32","1220","11797436","9670"
"Cidra","41","Alimentos","311","6","*","*","*"
"Cidra","41","Productos de Tabaco y Bebidas","312","3","49","313738","6403"
"Cidra","41","Textiles ","313","0","0","0","0"
"Cidra","41","Productos Textiles Excepto Ropa","314","0","0","0","0"
"Cidra","41","Ropa ","315","2","*","*","*"
"Cidra","41","Cuero y Productos Relacionados ","316","0","0","0","0"
"Cidra","41","Productos de Madera","321","0","0","0","0"
"Cidra","41","Papel","322","0","0","0","0"
"Cidra","41","Imprenta e Industrias Relacionadas ","323","0","0","0","0"
"Cidra","41","Productos de Petróleo y Carbón ","324","0","0","0","0"
"Cidra","41","Productos Químicos ","325","2","*","*","*"
"Cidra","41","Productos de Goma y Plásticos","326","2","*","*","*"
"Cidra","41","Productos Minerales no Metálicos ","327","0","0","0","0"
"Cidra","41","Industrias de Materiales Primarios ","331","1","*","*","*"
"Cidra","41","Productos de Metal ","332","6","132","1179250","8911"
"Cidra","41","Maquinaria ","333","2","*","*","*"
"Cidra","41","Computadora y Productos Electrónicos","334","0","0","0","0"
"Cidra","41","Equipo y Aparatos Eléctricos ","335","0","0","0","0"
"Cidra","41","Equipo de Transportación ","336","1","*","*","*"
"Cidra","41","Muebles y Productos Relacionados ","337","5","10","53632","5190"
"Cidra","41","Industrias Manufactureras Misceláneas","339","2","*","*","*"
"Cidra","41","Comercio al por Mayor","42","9","62","799268","12961"
"Cidra","41","Comercio al Detal","44-45","92","1042","5933107","5692"
"Cidra","41","Transportación y Almacenamiento ","48-49","17","114","734474","6443"
"Cidra","41","Información","51","6","70","579523","8279"
"Cidra","41","Finanzas y Seguros ","52","7","52","433267","8279"
"Cidra","41","Bienes Raíces, Renta o Arrendamiento ","53","11","55","269328","4867"
"Cidra","41","Servicios Profesionales y Técnicos ","54","21","59","423453","7177"
"Cidra","41","Gerencia de Companías y Empresas ","55","2","*","*","*"
"Cidra","41","Servicios Adm. y Desperdicios Sólidos","56","13","237","1220435","5157"
"Cidra","41","Servicios Educativos ","61","5","607 ","4175722 ","6883 "
"Cidra","41","Servicios de Salud y Asistencia Social ","62","63","891","7709786","8656"
"Cidra","41","Arte, Entretenimiento y Recreación ","71","3","6","38780","6463"
"Cidra","41","Alojamiento y Servicios de Alimentos ","72","48","722","2694896","3731"
"Cidra","41","Otros Servicios Excepto Adm. Pública ","81","22","200","1176865","5894"
"Cidra","41","Administración Pública ","92","11","444 ","2199597 ","4954 "
"Cidra","41","Otros (Establecimientos no Clasificados) ","99","0","0","0","0"
"Coamo","43","Total Municipio Segundo Trimestre 2022 ","","317","3638","21028234","5780"
"Coamo","43","Agricultura, Bosque, Pesca y Caza","11","30","169","676698","4004"
"Coamo","43","Mineria","21","0","0","0","0"
"Coamo","43","Electricidad, Agua y Gas ","22","1","*","*","*"
"Coamo","43","Construcción ","23","12","117","650137","5557"
"Coamo","43","Manufactura","31-33","26","471","3472170","7377"
"Coamo","43","Alimentos","311","9","154","870383","5664"
"Coamo","43","Productos de Tabaco y Bebidas","312","2","*","*","*"
"Coamo","43","Textiles ","313","0","0","0","0"
"Coamo","43","Productos Textiles Excepto Ropa","314","0","0","0","0"
"Coamo","43","Ropa ","315","1","*","*","*"
"Coamo","43","Cuero y Productos Relacionados ","316","0","0","0","0"
"Coamo","43","Productos de Madera","321","0","0","0","0"
"Coamo","43","Papel","322","0","0","0","0"
"Coamo","43","Imprenta e Industrias Relacionadas ","323","1","*","*","*"
"Coamo","43","Productos de Petróleo y Carbón ","324","0","0","0","0"
"Coamo","43","Productos Químicos ","325","1","*","*","*"
"Coamo","43","Productos de Goma y Plásticos","326","0","0","0","0"
"Coamo","43","Productos Minerales no Metálicos ","327","2","*","*","*"
"Coamo","43","Industrias de Materiales Primarios ","331","0","0","0","0"
"Coamo","43","Productos de Metal ","332","2","*","*","*"
"Coamo","43","Maquinaria ","333","0","0","0","0"
"Coamo","43","Computadora y Productos Electrónicos","334","0","0","0","0"
"Coamo","43","Equipo y Aparatos Eléctricos ","335","1","*","*","*"
"Coamo","43","Equipo de Transportación ","336","0","0","0","0"
"Coamo","43","Muebles y Productos Relacionados ","337","5","*","*","*"
"Coamo","43","Industrias Manufactureras Misceláneas","339","2","*","*","*"
"Coamo","43","Comercio al por Mayor","42","5","15","97444","6496"
"Coamo","43","Comercio al Detal","44-45","73","646","3124805","4837"
"Coamo","43","Transportación y Almacenamiento ","48-49","4","*","*","*"
"Coamo","43","Información","51","5","17","60234","3475"
"Coamo","43","Finanzas y Seguros ","52","10","135","1162766","8592"
"Coamo","43","Bienes Raíces, Renta o Arrendamiento ","53","4","15","63457","4139"
"Coamo","43","Servicios Profesionales y Técnicos ","54","19","51","472856","9333"
"Coamo","43","Gerencia de Companías y Empresas ","55","0","0","0","0"
"Coamo","43","Servicios Adm. y Desperdicios Sólidos","56","10","62","253287","4063"
"Coamo","43","Servicios Educativos ","61","5","629 ","4336156 ","6890 "
"Coamo","43","Servicios de Salud y Asistencia Social ","62","43","279","1697952","6093"
"Coamo","43","Arte, Entretenimiento y Recreación ","71","3","4","28025","7006"
"Coamo","43","Alojamiento y Servicios de Alimentos ","72","43","431","1130951","2626"
"Coamo","43","Otros Servicios Excepto Adm. Pública ","81","11","30","137608","4537"
"Coamo","43","Administración Pública ","92","13","374 ","1927738 ","5150 "
"Coamo","43","Otros (Establecimientos no Clasificados) ","99","0","0","0","0"
"Comerío","45","Total Municipio Segundo Trimestre 2022 ","","136","1717","9298010","5414"
"Comerío","45","Agricultura, Bosque, Pesca y Caza","11","24","68","197446","2918"
"Comerío","45","Mineria","21","0","0","0","0"
"Comerío","45","Electricidad, Agua y Gas ","22","1","*","*","*"
"Comerío","45","Construcción ","23","9","61","380501","6238"
"Comerío","45","Manufactura","31-33","5","30","96937","3268"
"Comerío","45","Alimentos","311","1","*","*","*"
"Comerío","45","Productos de Tabaco y Bebidas","312","2","*","*","*"
"Comerío","45","Textiles ","313","0","0","0","0"
"Comerío","45","Productos Textiles Excepto Ropa","314","0","0","0","0"
"Comerío","45","Ropa ","315","1","*","*","*"
"Comerío","45","Cuero y Productos Relacionados ","316","0","0","0","0"
"Comerío","45","Productos de Madera","321","0","0","0","0"
"Comerío","45","Papel","322","0","0","0","0"
"Comerío","45","Imprenta e Industrias Relacionadas ","323","0","0","0","0"
"Comerío","45","Productos de Petróleo y Carbón ","324","0","0","0","0"
"Comerío","45","Productos Químicos ","325","0","0","0","0"
"Comerío","45","Productos de Goma y Plásticos","326","0","0","0","0"
"Comerío","45","Productos Minerales no Metálicos ","327","0","0","0","0"
"Comerío","45","Industrias de Materiales Primarios ","331","0","0","0","0"
"Comerío","45","Productos de Metal ","332","0","0","0","0"
"Comerío","45","Maquinaria ","333","0","0","0","0"
"Comerío","45","Computadora y Productos Electrónicos","334","0","0","0","0"
"Comerío","45","Equipo y Aparatos Eléctricos ","335","0","0","0","0"
"Comerío","45","Equipo de Transportación ","336","0","0","0","0"
"Comerío","45","Muebles y Productos Relacionados ","337","1","*","*","*"
"Comerío","45","Industrias Manufactureras Misceláneas","339","0","0","0","0"
"Comerío","45","Comercio al por Mayor","42","4","*","*","*"
"Comerío","45","Comercio al Detal","44-45","31","356","1769735","4967"
"Comerío","45","Transportación y Almacenamiento ","48-49","9","22","77795","3536"
"Comerío","45","Información","51","0","0","0","0"
"Comerío","45","Finanzas y Seguros ","52","3","40","252297","6360"
"Comerío","45","Bienes Raíces, Renta o Arrendamiento ","53","2","*","*","*"
"Comerío","45","Servicios Profesionales y Técnicos ","54","2","*","*","*"
"Comerío","45","Gerencia de Companías y Empresas ","55","0","0","0","0"
"Comerío","45","Servicios Adm. y Desperdicios Sólidos","56","2","*","*","*"
"Comerío","45","Servicios Educativos ","61","2","374 ","2563074 ","6859 "
"Comerío","45","Servicios de Salud y Asistencia Social ","62","17","192","1374815","7160"
"Comerío","45","Arte, Entretenimiento y Recreación ","71","2","*","*","*"
"Comerío","45","Alojamiento y Servicios de Alimentos ","72","9","47","161438","3435"
"Comerío","45","Otros Servicios Excepto Adm. Pública ","81","4","*","*","*"
"Comerío","45","Administración Pública ","92","10","366 ","1603424 ","4385 "
"Comerío","45","Otros (Establecimientos no Clasificados) ","99","0","0","0","0"
"Corozal","47","Total Municipio Segundo Trimestre 2022 ","","337","3693","20424411","5531"
"Corozal","47","Agricultura, Bosque, Pesca y Caza","11","27","90","319751","3553"
"Corozal","47","Mineria","21","0","0","0","0"
"Corozal","47","Electricidad, Agua y Gas ","22","2","*","*","*"
"Corozal","47","Construcción ","23","27","120","706479","5887"
"Corozal","47","Manufactura","31-33","21","144","920863","6395"
"Corozal","47","Alimentos","311","6","17","74192","4280"
"Corozal","47","Productos de Tabaco y Bebidas","312","0","0","0","0"
"Corozal","47","Textiles ","313","0","0","0","0"
"Corozal","47","Productos Textiles Excepto Ropa","314","0","0","0","0"
"Corozal","47","Ropa ","315","3","*","*","*"
"Corozal","47","Cuero y Productos Relacionados ","316","0","0","0","0"
"Corozal","47","Productos de Madera","321","0","0","0","0"
"Corozal","47","Papel","322","1","*","*","*"
"Corozal","47","Imprenta e Industrias Relacionadas ","323","0","0","0","0"
"Corozal","47","Productos de Petróleo y Carbón ","324","0","0","0","0"
"Corozal","47","Productos Químicos ","325","0","0","0","0"
"Corozal","47","Productos de Goma y Plásticos","326","1","*","*","*"
"Corozal","47","Productos Minerales no Metálicos ","327","3","39","238221","6108"
"Corozal","47","Industrias de Materiales Primarios ","331","0","0","0","0"
"Corozal","47","Productos de Metal ","332","2","*","*","*"
"Corozal","47","Maquinaria ","333","0","0","0","0"
"Corozal","47","Computadora y Productos Electrónicos","334","0","0","0","0"
"Corozal","47","Equipo y Aparatos Eléctricos ","335","0","0","0","0"
"Corozal","47","Equipo de Transportación ","336","2","*","*","*"
"Corozal","47","Muebles y Productos Relacionados ","337","3","4","30465","7030"
"Corozal","47","Industrias Manufactureras Misceláneas","339","0","0","0","0"
"Corozal","47","Comercio al por Mayor","42","14","82","403066","4896"
"Corozal","47","Comercio al Detal","44-45","78","607","2902537","4782"
"Corozal","47","Transportación y Almacenamiento ","48-49","17","227","1227927","5417"
"Corozal","47","Información","51","1","*","*","*"
"Corozal","47","Finanzas y Seguros ","52","4","74","525314","7067"
"Corozal","47","Bienes Raíces, Renta o Arrendamiento ","53","7","14","87359","6392"
"Corozal","47","Servicios Profesionales y Técnicos ","54","16","47","285108","6066"
"Corozal","47","Gerencia de Companías y Empresas ","55","0","0","0","0"
"Corozal","47","Servicios Adm. y Desperdicios Sólidos","56","8","72","327357","4526"
"Corozal","47","Servicios Educativos ","61","2","501 ","3693113 ","7376 "
"Corozal","47","Servicios de Salud y Asistencia Social ","62","55","443","2765539","6238"
"Corozal","47","Arte, Entretenimiento y Recreación ","71","1","*","*","*"
"Corozal","47","Alojamiento y Servicios de Alimentos ","72","37","264","818797","3098"
"Corozal","47","Otros Servicios Excepto Adm. Pública ","81","12","43","261343","6078"
"Corozal","47","Administración Pública ","92","8","379 ","2432605 ","6413 "
"Corozal","47","Otros (Establecimientos no Clasificados) ","99","0","0","0","0"
"Culebra","49","Total Municipio Segundo Trimestre 2022 ","","62","459","2567635","5590"
"Culebra","49","Agricultura, Bosque, Pesca y Caza","11","1","*","*","*"
"Culebra","49","Mineria","21","0","0","0","0"
"Culebra","49","Electricidad, Agua y Gas ","22","2","*","*","*"
"Culebra","49","Construcción ","23","1","*","*","*"
"Culebra","49","Manufactura","31-33","0","0","0","0"
"Culebra","49","Alimentos","311","0","0","0","0"
"Culebra","49","Productos de Tabaco y Bebidas","312","0","0","0","0"
"Culebra","49","Textiles ","313","0","0","0","0"
"Culebra","49","Productos Textiles Excepto Ropa","314","0","0","0","0"
"Culebra","49","Ropa ","315","0","0","0","0"
"Culebra","49","Cuero y Productos Relacionados ","316","0","0","0","0"
"Culebra","49","Productos de Madera","321","0","0","0","0"
"Culebra","49","Papel","322","0","0","0","0"
"Culebra","49","Imprenta e Industrias Relacionadas ","323","0","0","0","0"
"Culebra","49","Productos de Petróleo y Carbón ","324","0","0","0","0"
"Culebra","49","Productos Químicos ","325","0","0","0","0"
"Culebra","49","Productos de Goma y Plásticos","326","0","0","0","0"
"Culebra","49","Productos Minerales no Metálicos ","327","0","0","0","0"
"Culebra","49","Industrias de Materiales Primarios ","331","0","0","0","0"
"Culebra","49","Productos de Metal ","332","0","0","0","0"
"Culebra","49","Maquinaria ","333","0","0","0","0"
"Culebra","49","Computadora y Productos Electrónicos","334","0","0","0","0"
"Culebra","49","Equipo y Aparatos Eléctricos ","335","0","0","0","0"
"Culebra","49","Equipo de Transportación ","336","0","0","0","0"
"Culebra","49","Muebles y Productos Relacionados ","337","0","0","0","0"
"Culebra","49","Industrias Manufactureras Misceláneas","339","0","0","0","0"
"Culebra","49","Comercio al por Mayor","42","0","0","0","0"
"Culebra","49","Comercio al Detal","44-45","10","28","158581","5664"
"Culebra","49","Transportación y Almacenamiento ","48-49","5","14","135191","9432"
"Culebra","49","Información","51","1","*","*","*"
"Culebra","49","Finanzas y Seguros ","52","1","*","*","*"
"Culebra","49","Bienes Raíces, Renta o Arrendamiento ","53","7","47","281164","5940"
"Culebra","49","Servicios Profesionales y Técnicos ","54","3","3","29300","10988"
"Culebra","49","Gerencia de Companías y Empresas ","55","0","0","0","0"
"Culebra","49","Servicios Adm. y Desperdicios Sólidos","56","1","*","*","*"
"Culebra","49","Servicios Educativos ","61","3","28 ","192438 ","6792 "
"Culebra","49","Servicios de Salud y Asistencia Social ","62","1","*","*","*"
"Culebra","49","Arte, Entretenimiento y Recreación ","71","0","0","0","0"
"Culebra","49","Alojamiento y Servicios de Alimentos ","72","15","108","488707","4539"
"Culebra","49","Otros Servicios Excepto Adm. Pública ","81","2","*","*","*"
"Culebra","49","Administración Pública ","92","9","196 ","993227 ","5076 "
"Culebra","49","Otros (Establecimientos no Clasificados) ","99","0","0","0","0"
"Dorado","51","Total Municipio Segundo Trimestre 2022 ","","668","10815","87283033","8071"
"Dorado","51","Agricultura, Bosque, Pesca y Caza","11","6","99","498320","5017"
"Dorado","51","Mineria","21","1","*","*","*"
"Dorado","51","Electricidad, Agua y Gas ","22","2","*","*","*"
"Dorado","51","Construcción ","23","26","859","5986821","6972"
"Dorado","51","Manufactura","31-33","20","461","5149021","11177"
"Dorado","51","Alimentos","311","4","68","286150","4229"
"Dorado","51","Productos de Tabaco y Bebidas","312","1","*","*","*"
"Dorado","51","Textiles ","313","0","0","0","0"
"Dorado","51","Productos Textiles Excepto Ropa","314","0","0","0","0"
"Dorado","51","Ropa ","315","0","0","0","0"
"Dorado","51","Cuero y Productos Relacionados ","316","0","0","0","0"
"Dorado","51","Productos de Madera","321","1","*","*","*"
"Dorado","51","Papel","322","0","0","0","0"
"Dorado","51","Imprenta e Industrias Relacionadas ","323","1","*","*","*"
"Dorado","51","Productos de Petróleo y Carbón ","324","0","0","0","0"
"Dorado","51","Productos Químicos ","325","2","*","*","*"
"Dorado","51","Productos de Goma y Plásticos","326","2","*","*","*"
"Dorado","51","Productos Minerales no Metálicos ","327","3","124","1742175","14088"
"Dorado","51","Industrias de Materiales Primarios ","331","0","0","0","0"
"Dorado","51","Productos de Metal ","332","0","0","0","0"
"Dorado","51","Maquinaria ","333","2","*","*","*"
"Dorado","51","Computadora y Productos Electrónicos","334","1","*","*","*"
"Dorado","51","Equipo y Aparatos Eléctricos ","335","0","0","0","0"
"Dorado","51","Equipo de Transportación ","336","0","0","0","0"
"Dorado","51","Muebles y Productos Relacionados ","337","2","*","*","*"
"Dorado","51","Industrias Manufactureras Misceláneas","339","1","*","*","*"
"Dorado","51","Comercio al por Mayor","42","26","976","6204760","6355"
"Dorado","51","Comercio al Detal","44-45","86","1043","6094585","5843"
"Dorado","51","Transportación y Almacenamiento ","48-49","11","60","423878","7104"
"Dorado","51","Información","51","7","89","331308","3723"
"Dorado","51","Finanzas y Seguros ","52","36","133","1632112","12302"
"Dorado","51","Bienes Raíces, Renta o Arrendamiento ","53","27","84","792698","9437"
"Dorado","51","Servicios Profesionales y Técnicos ","54","141","575","7945470","13810"
"Dorado","51","Gerencia de Companías y Empresas ","55","1","*","*","*"
"Dorado","51","Servicios Adm. y Desperdicios Sólidos","56","31","926","9680444","10450"
"Dorado","51","Servicios Educativos ","61","9","619 ","4871586 ","7874 "
"Dorado","51","Servicios de Salud y Asistencia Social ","62","84","501","3712070","7414"
"Dorado","51","Arte, Entretenimiento y Recreación ","71","7","71","428161","6059"
"Dorado","51","Alojamiento y Servicios de Alimentos ","72","83","2404","14476808","6021"
"Dorado","51","Otros Servicios Excepto Adm. Pública ","81","53","208","1370271","6598"
"Dorado","51","Administración Pública ","92","11","733 ","3529308 ","4813 "
"Dorado","51","Otros (Establecimientos no Clasificados) ","99","0","0","0","0"
