MUNICIPIO,CTY,INDUSTRIA,NAICS,UNIDADES,EMPLEO PROMEDIO,SALRIO Total Municipio Segundo Trimestre 2019,Promedio
Cayey,35,Total Municipio Segundo Trimestre 2021 ,,470,"9,382","63,902,057","6,811"
Cayey,35,"Agricultura, Bosque, Pesca y Caza        ",11,11,25,"103,870","4,211"
Cayey,35,Mineria                                  ,21,1,*,*,*
Cayey,35,"Electricidad, Agua y Gas                 ",22,4,229,"2,084,882","9,104"
Cayey,35,Construcción                             ,23,21,123,"587,262","4,774"
Cayey,35,Manufactura                              ,31-33,20,"1,814","16,045,191","8,845"
Cayey,35,Alimentos                                ,311,3,37,"139,623","3,808"
Cayey,35,Productos de Tabaco y Bebidas            ,312,3,809,"7,085,867","8,759"
Cayey,35,Textiles                                 ,313,0,0,0,0
Cayey,35,Productos Textiles Excepto Ropa          ,314,0,0,0,0
Cayey,35,Ropa                                     ,315,1,*,*,*
Cayey,35,Cuero y Productos Relacionados           ,316,0,0,0,0
Cayey,35,Productos de Madera                      ,321,1,*,*,*
Cayey,35,Papel                                    ,322,1,*,*,*
Cayey,35,Imprenta e Industrias Relacionadas       ,323,1,*,*,*
Cayey,35,Productos de Petróleo y Carbón           ,324,0,0,0,0
Cayey,35,Productos Químicos                       ,325,2,*,*,*
Cayey,35,Productos de Goma y Plásticos            ,326,3,*,*,*
Cayey,35,Productos Minerales no Metálicos         ,327,1,*,*,*
Cayey,35,Industrias de Materiales Primarios       ,331,0,0,0,0
Cayey,35,Productos de Metal                       ,332,2,*,*,*
Cayey,35,Maquinaria                               ,333,0,0,0,0
Cayey,35,Computadora y Productos Electrónicos    ,334,0,0,0,0
Cayey,35,Equipo y Aparatos Eléctricos             ,335,0,0,0,0
Cayey,35,Equipo de Transportación                 ,336,0,0,0,0
Cayey,35,Muebles y Productos Relacionados         ,337,2,*,*,*
Cayey,35,Industrias Manufactureras Misceláneas    ,339,0,0,0,0
Cayey,35,Comercio al por Mayor                    ,42,14,223,"1,567,083","7,027"
Cayey,35,Comercio al Detal                        ,44-45,109,"1,971","10,713,254","5,435"
Cayey,35,Transportación y Almacenamiento           ,48-49,8,51,"801,320","15,610"
Cayey,35,Información                              ,51,5,77,"652,407","8,510"
Cayey,35,Finanzas y Seguros                       ,52,12,107,"868,507","8,117"
Cayey,35,"Bienes Raíces, Renta o Arrendamiento     ",53,17,58,"321,827","5,581"
Cayey,35,Servicios Profesionales y Técnicos       ,54,24,67,"386,678","5,800"
Cayey,35,Gerencia de Companías y Empresas         ,55,2,*,*,*
Cayey,35,Servicios Adm. y Desperdicios Sólidos    ,56,10,69,"291,102","4,219"
Cayey,35,Servicios Educativos                     ,61,9,1271,9461888,7442
Cayey,35,Servicios de Salud y Asistencia Social   ,62,99,"1,701","13,286,390","7,811"
Cayey,35,"Arte, Entretenimiento y Recreación       ",71,9,31,"297,872","9,609"
Cayey,35,Alojamiento y Servicios de Alimentos     ,72,52,681,"2,234,303","3,281"
Cayey,35,Otros Servicios Excepto Adm. Pública     ,81,29,100,"453,057","4,531"
Cayey,35,Administración Pública                   ,92,14,768,3649014,4751
Cayey,35,Otros (Establecimientos no Clasificados) ,99,0,0,0,0
Ceiba,37,Total Municipio Segundo Trimestre 2021 ,,103,"1,401","7,754,861","5,534"
Ceiba,37,"Agricultura, Bosque, Pesca y Caza        ",11,2,*,*,*
Ceiba,37,Mineria                                  ,21,0,0,0,0
Ceiba,37,"Electricidad, Agua y Gas                 ",22,0,0,0,0
Ceiba,37,Construcción                             ,23,6,29,"117,035","4,083"
Ceiba,37,Manufactura                              ,31-33,9,343,"2,005,088","5,846"
Ceiba,37,Alimentos                                ,311,1,*,*,*
Ceiba,37,Productos de Tabaco y Bebidas            ,312,0,0,0,0
Ceiba,37,Textiles                                 ,313,0,0,0,0
Ceiba,37,Productos Textiles Excepto Ropa          ,314,0,0,0,0
Ceiba,37,Ropa                                     ,315,0,0,0,0
Ceiba,37,Cuero y Productos Relacionados           ,316,0,0,0,0
Ceiba,37,Productos de Madera                      ,321,0,0,0,0
Ceiba,37,Papel                                    ,322,0,0,0,0
Ceiba,37,Imprenta e Industrias Relacionadas       ,323,0,0,0,0
Ceiba,37,Productos de Petróleo y Carbón           ,324,0,0,0,0
Ceiba,37,Productos Químicos                       ,325,1,*,*,*
Ceiba,37,Productos de Goma y Plásticos            ,326,0,0,0,0
Ceiba,37,Productos Minerales no Metálicos         ,327,1,*,*,*
Ceiba,37,Industrias de Materiales Primarios       ,331,0,0,0,0
Ceiba,37,Productos de Metal                       ,332,3,52,"368,061","7,078"
Ceiba,37,Maquinaria                               ,333,1,*,*,*
Ceiba,37,Computadora y Productos Electrónicos    ,334,0,0,0,0
Ceiba,37,Equipo y Aparatos Eléctricos             ,335,0,0,0,0
Ceiba,37,Equipo de Transportación                 ,336,1,*,*,*
Ceiba,37,Muebles y Productos Relacionados         ,337,0,0,0,0
Ceiba,37,Industrias Manufactureras Misceláneas    ,339,1,*,*,*
Ceiba,37,Comercio al por Mayor                    ,42,6,46,"236,578","5,143"
Ceiba,37,Comercio al Detal                        ,44-45,14,106,"495,072","4,685"
Ceiba,37,Transportación y Almacenamiento           ,48-49,3,46,"435,831","9,475"
Ceiba,37,Información                              ,51,0,0,0,0
Ceiba,37,Finanzas y Seguros                       ,52,4,22,"135,252","6,148"
Ceiba,37,"Bienes Raíces, Renta o Arrendamiento     ",53,4,8,"28,123","3,668"
Ceiba,37,Servicios Profesionales y Técnicos       ,54,9,26,"331,393","12,746"
Ceiba,37,Gerencia de Companías y Empresas         ,55,0,0,0,0
Ceiba,37,Servicios Adm. y Desperdicios Sólidos    ,56,6,48,"227,449","4,739"
Ceiba,37,Servicios Educativos                     ,61,4,213,1350715,6351
Ceiba,37,Servicios de Salud y Asistencia Social   ,62,14,59,"262,266","4,445"
Ceiba,37,"Arte, Entretenimiento y Recreación       ",71,0,0,0,0
Ceiba,37,Alojamiento y Servicios de Alimentos     ,72,6,67,"268,288","3,984"
Ceiba,37,Otros Servicios Excepto Adm. Pública     ,81,6,13,"53,819","4,140"
Ceiba,37,Administración Pública                   ,92,10,374,1805429,4823
Ceiba,37,Otros (Establecimientos no Clasificados) ,99,0,0,0,0
Ciales,39,Total Municipio Segundo Trimestre 2021 ,,144,"1,606","8,530,098","5,310"
Ciales,39,"Agricultura, Bosque, Pesca y Caza        ",11,22,51,"139,292","2,731"
Ciales,39,Mineria                                  ,21,1,*,*,*
Ciales,39,"Electricidad, Agua y Gas                 ",22,1,*,*,*
Ciales,39,Construcción                             ,23,12,92,"432,200","4,715"
Ciales,39,Manufactura                              ,31-33,10,105,"539,886","5,126"
Ciales,39,Alimentos                                ,311,6,54,"235,510","4,361"
Ciales,39,Productos de Tabaco y Bebidas            ,312,1,*,*,*
Ciales,39,Textiles                                 ,313,0,0,0,0
Ciales,39,Productos Textiles Excepto Ropa          ,314,0,0,0,0
Ciales,39,Ropa                                     ,315,0,0,0,0
Ciales,39,Cuero y Productos Relacionados           ,316,0,0,0,0
Ciales,39,Productos de Madera                      ,321,0,0,0,0
Ciales,39,Papel                                    ,322,0,0,0,0
Ciales,39,Imprenta e Industrias Relacionadas       ,323,1,*,*,*
Ciales,39,Productos de Petróleo y Carbón           ,324,0,0,0,0
Ciales,39,Productos Químicos                       ,325,1,*,*,*
Ciales,39,Productos de Goma y Plásticos            ,326,1,*,*,*
Ciales,39,Productos Minerales no Metálicos         ,327,0,0,0,0
Ciales,39,Industrias de Materiales Primarios       ,331,0,0,0,0
Ciales,39,Productos de Metal                       ,332,0,0,0,0
Ciales,39,Maquinaria                               ,333,0,0,0,0
Ciales,39,Computadora y Productos Electrónicos    ,334,0,0,0,0
Ciales,39,Equipo y Aparatos Eléctricos             ,335,0,0,0,0
Ciales,39,Equipo de Transportación                 ,336,0,0,0,0
Ciales,39,Muebles y Productos Relacionados         ,337,0,0,0,0
Ciales,39,Industrias Manufactureras Misceláneas    ,339,0,0,0,0
Ciales,39,Comercio al por Mayor                    ,42,4,15,"81,463","5,554"
Ciales,39,Comercio al Detal                        ,44-45,29,215,"767,248","3,574"
Ciales,39,Transportación y Almacenamiento           ,48-49,2,*,*,*
Ciales,39,Información                              ,51,0,0,0,0
Ciales,39,Finanzas y Seguros                       ,52,2,*,*,*
Ciales,39,"Bienes Raíces, Renta o Arrendamiento     ",53,2,*,*,*
Ciales,39,Servicios Profesionales y Técnicos       ,54,9,31,"247,218","7,975"
Ciales,39,Gerencia de Companías y Empresas         ,55,0,0,0,0
Ciales,39,Servicios Adm. y Desperdicios Sólidos    ,56,2,*,*,*
Ciales,39,Servicios Educativos                     ,61,2,276,1795072,6504
Ciales,39,Servicios de Salud y Asistencia Social   ,62,15,248,"1,913,717","7,727"
Ciales,39,"Arte, Entretenimiento y Recreación       ",71,0,0,0,0
Ciales,39,Alojamiento y Servicios de Alimentos     ,72,14,125,"376,370","3,019"
Ciales,39,Otros Servicios Excepto Adm. Pública     ,81,7,11,"34,524","3,046"
Ciales,39,Administración Pública                   ,92,10,353,1550320,4388
Ciales,39,Otros (Establecimientos no Clasificados) ,99,0,0,0,0
Cidra,41,Total Municipio Segundo Trimestre 2021 ,,380,"5,719","39,355,696","6,881"
Cidra,41,"Agricultura, Bosque, Pesca y Caza        ",11,15,24,"67,677","2,860"
Cidra,41,Mineria                                  ,21,0,0,0,0
Cidra,41,"Electricidad, Agua y Gas                 ",22,1,*,*,*
Cidra,41,Construcción                             ,23,21,98,"444,473","4,551"
Cidra,41,Manufactura                              ,31-33,28,"1,044","10,948,733","10,487"
Cidra,41,Alimentos                                ,311,5,*,*,*
Cidra,41,Productos de Tabaco y Bebidas            ,312,3,42,"263,935","6,235"
Cidra,41,Textiles                                 ,313,0,0,0,0
Cidra,41,Productos Textiles Excepto Ropa          ,314,0,0,0,0
Cidra,41,Ropa                                     ,315,1,*,*,*
Cidra,41,Cuero y Productos Relacionados           ,316,0,0,0,0
Cidra,41,Productos de Madera                      ,321,0,0,0,0
Cidra,41,Papel                                    ,322,0,0,0,0
Cidra,41,Imprenta e Industrias Relacionadas       ,323,1,*,*,*
Cidra,41,Productos de Petróleo y Carbón           ,324,0,0,0,0
Cidra,41,Productos Químicos                       ,325,2,*,*,*
Cidra,41,Productos de Goma y Plásticos            ,326,2,*,*,*
Cidra,41,Productos Minerales no Metálicos         ,327,0,0,0,0
Cidra,41,Industrias de Materiales Primarios       ,331,1,*,*,*
Cidra,41,Productos de Metal                       ,332,5,123,"955,635","7,769"
Cidra,41,Maquinaria                               ,333,2,*,*,*
Cidra,41,Computadora y Productos Electrónicos    ,334,0,0,0,0
Cidra,41,Equipo y Aparatos Eléctricos             ,335,0,0,0,0
Cidra,41,Equipo de Transportación                 ,336,0,0,0,0
Cidra,41,Muebles y Productos Relacionados         ,337,4,8,"30,031","3,604"
Cidra,41,Industrias Manufactureras Misceláneas    ,339,2,*,*,*
Cidra,41,Comercio al por Mayor                    ,42,8,57,"621,728","10,908"
Cidra,41,Comercio al Detal                        ,44-45,85,989,"5,159,237","5,218"
Cidra,41,Transportación y Almacenamiento           ,48-49,19,110,"835,114","7,615"
Cidra,41,Información                              ,51,6,71,"684,755","9,599"
Cidra,41,Finanzas y Seguros                       ,52,6,50,"362,560","7,300"
Cidra,41,"Bienes Raíces, Renta o Arrendamiento     ",53,10,50,"237,487","4,750"
Cidra,41,Servicios Profesionales y Técnicos       ,54,20,44,"323,048","7,287"
Cidra,41,Gerencia de Companías y Empresas         ,55,2,*,*,*
Cidra,41,Servicios Adm. y Desperdicios Sólidos    ,56,15,283,"1,577,057","5,566"
Cidra,41,Servicios Educativos                     ,61,4,601,3865506,6428
Cidra,41,Servicios de Salud y Asistencia Social   ,62,57,862,"6,964,217","8,082"
Cidra,41,"Arte, Entretenimiento y Recreación       ",71,2,*,*,*
Cidra,41,Alojamiento y Servicios de Alimentos     ,72,48,664,"2,115,483","3,184"
Cidra,41,Otros Servicios Excepto Adm. Pública     ,81,20,162,"909,569","5,603"
Cidra,41,Administración Pública                   ,92,12,474,2418908,5100
Cidra,41,Otros (Establecimientos no Clasificados) ,99,1,*,*,*
Coamo,43,Total Municipio Segundo Trimestre 2021 ,,302,"3,580","18,863,182","5,270"
Coamo,43,"Agricultura, Bosque, Pesca y Caza        ",11,30,178,"597,002","3,348"
Coamo,43,Mineria                                  ,21,0,0,0,0
Coamo,43,"Electricidad, Agua y Gas                 ",22,1,*,*,*
Coamo,43,Construcción                             ,23,11,83,"423,857","5,107"
Coamo,43,Manufactura                              ,31-33,23,542,"3,539,776","6,527"
Coamo,43,Alimentos                                ,311,8,162,"635,176","3,913"
Coamo,43,Productos de Tabaco y Bebidas            ,312,2,*,*,*
Coamo,43,Textiles                                 ,313,0,0,0,0
Coamo,43,Productos Textiles Excepto Ropa          ,314,0,0,0,0
Coamo,43,Ropa                                     ,315,1,*,*,*
Coamo,43,Cuero y Productos Relacionados           ,316,0,0,0,0
Coamo,43,Productos de Madera                      ,321,0,0,0,0
Coamo,43,Papel                                    ,322,0,0,0,0
Coamo,43,Imprenta e Industrias Relacionadas       ,323,1,*,*,*
Coamo,43,Productos de Petróleo y Carbón           ,324,0,0,0,0
Coamo,43,Productos Químicos                       ,325,1,*,*,*
Coamo,43,Productos de Goma y Plásticos            ,326,0,0,0,0
Coamo,43,Productos Minerales no Metálicos         ,327,2,*,*,*
Coamo,43,Industrias de Materiales Primarios       ,331,0,0,0,0
Coamo,43,Productos de Metal                       ,332,2,*,*,*
Coamo,43,Maquinaria                               ,333,0,0,0,0
Coamo,43,Computadora y Productos Electrónicos    ,334,0,0,0,0
Coamo,43,Equipo y Aparatos Eléctricos             ,335,1,*,*,*
Coamo,43,Equipo de Transportación                 ,336,0,0,0,0
Coamo,43,Muebles y Productos Relacionados         ,337,4,*,*,*
Coamo,43,Industrias Manufactureras Misceláneas    ,339,1,*,*,*
Coamo,43,Comercio al por Mayor                    ,42,4,16,"93,677","5,855"
Coamo,43,Comercio al Detal                        ,44-45,67,596,"2,705,352","4,539"
Coamo,43,Transportación y Almacenamiento           ,48-49,4,28,"441,964","15,599"
Coamo,43,Información                              ,51,5,18,"66,285","3,683"
Coamo,43,Finanzas y Seguros                       ,52,10,128,"952,704","7,462"
Coamo,43,"Bienes Raíces, Renta o Arrendamiento     ",53,4,9,"43,008","4,779"
Coamo,43,Servicios Profesionales y Técnicos       ,54,18,47,"394,471","8,334"
Coamo,43,Gerencia de Companías y Empresas         ,55,0,0,0,0
Coamo,43,Servicios Adm. y Desperdicios Sólidos    ,56,9,103,"401,677","3,887"
Coamo,43,Servicios Educativos                     ,61,5,622,3955407,6359
Coamo,43,Servicios de Salud y Asistencia Social   ,62,45,269,"1,442,985","5,364"
Coamo,43,"Arte, Entretenimiento y Recreación       ",71,3,4,"28,332","7,083"
Coamo,43,Alojamiento y Servicios de Alimentos     ,72,40,394,"916,287","2,324"
Coamo,43,Otros Servicios Excepto Adm. Pública     ,81,8,19,"68,460","3,541"
Coamo,43,Administración Pública                   ,92,15,427,2186779,5117
Coamo,43,Otros (Establecimientos no Clasificados) ,99,0,0,0,0
Comerío,45,Total Municipio Segundo Trimestre 2021 ,,132,"1,622","8,699,955","5,365"
Comerío,45,"Agricultura, Bosque, Pesca y Caza        ",11,21,47,"131,393","2,796"
Comerío,45,Mineria                                  ,21,0,0,0,0
Comerío,45,"Electricidad, Agua y Gas                 ",22,1,*,*,*
Comerío,45,Construcción                             ,23,6,36,"219,132","6,087"
Comerío,45,Manufactura                              ,31-33,7,37,"122,101","3,300"
Comerío,45,Alimentos                                ,311,2,*,*,*
Comerío,45,Productos de Tabaco y Bebidas            ,312,3,*,*,*
Comerío,45,Textiles                                 ,313,0,0,0,0
Comerío,45,Productos Textiles Excepto Ropa          ,314,0,0,0,0
Comerío,45,Ropa                                     ,315,1,*,*,*
Comerío,45,Cuero y Productos Relacionados           ,316,0,0,0,0
Comerío,45,Productos de Madera                      ,321,0,0,0,0
Comerío,45,Papel                                    ,322,0,0,0,0
Comerío,45,Imprenta e Industrias Relacionadas       ,323,0,0,0,0
Comerío,45,Productos de Petróleo y Carbón           ,324,0,0,0,0
Comerío,45,Productos Químicos                       ,325,0,0,0,0
Comerío,45,Productos de Goma y Plásticos            ,326,0,0,0,0
Comerío,45,Productos Minerales no Metálicos         ,327,0,0,0,0
Comerío,45,Industrias de Materiales Primarios       ,331,0,0,0,0
Comerío,45,Productos de Metal                       ,332,0,0,0,0
Comerío,45,Maquinaria                               ,333,0,0,0,0
Comerío,45,Computadora y Productos Electrónicos    ,334,0,0,0,0
Comerío,45,Equipo y Aparatos Eléctricos             ,335,0,0,0,0
Comerío,45,Equipo de Transportación                 ,336,0,0,0,0
Comerío,45,Muebles y Productos Relacionados         ,337,1,*,*,*
Comerío,45,Industrias Manufactureras Misceláneas    ,339,0,0,0,0
Comerío,45,Comercio al por Mayor                    ,42,5,43,"147,343","3,453"
Comerío,45,Comercio al Detal                        ,44-45,30,362,"1,611,348","4,447"
Comerío,45,Transportación y Almacenamiento           ,48-49,8,*,*,*
Comerío,45,Información                              ,51,0,0,0,0
Comerío,45,Finanzas y Seguros                       ,52,3,40,"260,700","6,518"
Comerío,45,"Bienes Raíces, Renta o Arrendamiento     ",53,1,*,*,*
Comerío,45,Servicios Profesionales y Técnicos       ,54,2,*,*,*
Comerío,45,Gerencia de Companías y Empresas         ,55,0,0,0,0
Comerío,45,Servicios Adm. y Desperdicios Sólidos    ,56,3,22,"72,382","3,290"
Comerío,45,Servicios Educativos                     ,61,2,384,2466689,6424
Comerío,45,Servicios de Salud y Asistencia Social   ,62,18,178,"1,199,270","6,737"
Comerío,45,"Arte, Entretenimiento y Recreación       ",71,1,*,*,*
Comerío,45,Alojamiento y Servicios de Alimentos     ,72,11,34,"124,374","3,623"
Comerío,45,Otros Servicios Excepto Adm. Pública     ,81,3,8,"28,740","3,449"
Comerío,45,Administración Pública                   ,92,10,329,1589411,4826
Comerío,45,Otros (Establecimientos no Clasificados) ,99,0,0,0,0
Corozal,47,Total Municipio Segundo Trimestre 2021 ,,315,"3,485","18,118,342","5,199"
Corozal,47,"Agricultura, Bosque, Pesca y Caza        ",11,27,93,"274,603","2,953"
Corozal,47,Mineria                                  ,21,0,0,0,0
Corozal,47,"Electricidad, Agua y Gas                 ",22,4,64,"569,877","8,951"
Corozal,47,Construcción                             ,23,21,91,"533,586","5,885"
Corozal,47,Manufactura                              ,31-33,19,*,*,*
Corozal,47,Alimentos                                ,311,5,13,"54,491","4,192"
Corozal,47,Productos de Tabaco y Bebidas            ,312,0,0,0,0
Corozal,47,Textiles                                 ,313,0,0,0,0
Corozal,47,Productos Textiles Excepto Ropa          ,314,0,0,0,0
Corozal,47,Ropa                                     ,315,3,*,*,*
Corozal,47,Cuero y Productos Relacionados           ,316,0,0,0,0
Corozal,47,Productos de Madera                      ,321,0,0,0,0
Corozal,47,Papel                                    ,322,1,*,*,*
Corozal,47,Imprenta e Industrias Relacionadas       ,323,0,0,0,0
Corozal,47,Productos de Petróleo y Carbón           ,324,0,0,0,0
Corozal,47,Productos Químicos                       ,325,0,0,0,0
Corozal,47,Productos de Goma y Plásticos            ,326,1,*,*,*
Corozal,47,Productos Minerales no Metálicos         ,327,3,*,*,*
Corozal,47,Industrias de Materiales Primarios       ,331,0,0,0,0
Corozal,47,Productos de Metal                       ,332,2,*,*,*
Corozal,47,Maquinaria                               ,333,0,0,0,0
Corozal,47,Computadora y Productos Electrónicos    ,334,0,0,0,0
Corozal,47,Equipo y Aparatos Eléctricos             ,335,0,0,0,0
Corozal,47,Equipo de Transportación                 ,336,1,*,*,*
Corozal,47,Muebles y Productos Relacionados         ,337,3,8,"47,216","5,902"
Corozal,47,Industrias Manufactureras Misceláneas    ,339,0,0,0,0
Corozal,47,Comercio al por Mayor                    ,42,10,51,"238,965","4,686"
Corozal,47,Comercio al Detal                        ,44-45,78,575,"2,649,149","4,607"
Corozal,47,Transportación y Almacenamiento           ,48-49,9,66,"624,938","9,469"
Corozal,47,Información                              ,51,2,*,*,*
Corozal,47,Finanzas y Seguros                       ,52,4,68,"454,539","6,652"
Corozal,47,"Bienes Raíces, Renta o Arrendamiento     ",53,6,17,"102,671","6,160"
Corozal,47,Servicios Profesionales y Técnicos       ,54,16,43,"255,628","5,991"
Corozal,47,Gerencia de Companías y Empresas         ,55,0,0,0,0
Corozal,47,Servicios Adm. y Desperdicios Sólidos    ,56,7,72,"253,863","3,542"
Corozal,47,Servicios Educativos                     ,61,2,493,3398206,6898
Corozal,47,Servicios de Salud y Asistencia Social   ,62,56,432,"2,395,402","5,541"
Corozal,47,"Arte, Entretenimiento y Recreación       ",71,0,0,0,0
Corozal,47,Alojamiento y Servicios de Alimentos     ,72,32,215,"677,201","3,145"
Corozal,47,Otros Servicios Excepto Adm. Pública     ,81,12,42,"191,748","4,565"
Corozal,47,Administración Pública                   ,92,10,340,2076924,6115
Corozal,47,Otros (Establecimientos no Clasificados) ,99,0,0,0,0
Culebra,49,Total Municipio Segundo Trimestre 2021 ,,54,380,"1,927,357","5,076"
Culebra,49,"Agricultura, Bosque, Pesca y Caza        ",11,1,*,*,*
Culebra,49,Mineria                                  ,21,0,0,0,0
Culebra,49,"Electricidad, Agua y Gas                 ",22,3,8,"69,541","8,693"
Culebra,49,Construcción                             ,23,0,0,0,0
Culebra,49,Manufactura                              ,31-33,0,0,0,0
Culebra,49,Alimentos                                ,311,0,0,0,0
Culebra,49,Productos de Tabaco y Bebidas            ,312,0,0,0,0
Culebra,49,Textiles                                 ,313,0,0,0,0
Culebra,49,Productos Textiles Excepto Ropa          ,314,0,0,0,0
Culebra,49,Ropa                                     ,315,0,0,0,0
Culebra,49,Cuero y Productos Relacionados           ,316,0,0,0,0
Culebra,49,Productos de Madera                      ,321,0,0,0,0
Culebra,49,Papel                                    ,322,0,0,0,0
Culebra,49,Imprenta e Industrias Relacionadas       ,323,0,0,0,0
Culebra,49,Productos de Petróleo y Carbón           ,324,0,0,0,0
Culebra,49,Productos Químicos                       ,325,0,0,0,0
Culebra,49,Productos de Goma y Plásticos            ,326,0,0,0,0
Culebra,49,Productos Minerales no Metálicos         ,327,0,0,0,0
Culebra,49,Industrias de Materiales Primarios       ,331,0,0,0,0
Culebra,49,Productos de Metal                       ,332,0,0,0,0
Culebra,49,Maquinaria                               ,333,0,0,0,0
Culebra,49,Computadora y Productos Electrónicos    ,334,0,0,0,0
Culebra,49,Equipo y Aparatos Eléctricos             ,335,0,0,0,0
Culebra,49,Equipo de Transportación                 ,336,0,0,0,0
Culebra,49,Muebles y Productos Relacionados         ,337,0,0,0,0
Culebra,49,Industrias Manufactureras Misceláneas    ,339,0,0,0,0
Culebra,49,Comercio al por Mayor                    ,42,0,0,0,0
Culebra,49,Comercio al Detal                        ,44-45,8,24,"132,723","5,530"
Culebra,49,Transportación y Almacenamiento           ,48-49,5,12,"140,288","11,375"
Culebra,49,Información                              ,51,2,*,*,*
Culebra,49,Finanzas y Seguros                       ,52,1,*,*,*
Culebra,49,"Bienes Raíces, Renta o Arrendamiento     ",53,8,51,"217,548","4,238"
Culebra,49,Servicios Profesionales y Técnicos       ,54,3,3,"33,466","12,550"
Culebra,49,Gerencia de Companías y Empresas         ,55,0,0,0,0
Culebra,49,Servicios Adm. y Desperdicios Sólidos    ,56,1,*,*,*
Culebra,49,Servicios Educativos                     ,61,2,30,183021,6101
Culebra,49,Servicios de Salud y Asistencia Social   ,62,1,*,*,*
Culebra,49,"Arte, Entretenimiento y Recreación       ",71,0,0,0,0
Culebra,49,Alojamiento y Servicios de Alimentos     ,72,8,49,"164,807","3,363"
Culebra,49,Otros Servicios Excepto Adm. Pública     ,81,1,*,*,*
Culebra,49,Administración Pública                   ,92,10,187,916922,4912
Culebra,49,Otros (Establecimientos no Clasificados) ,99,0,0,0,0
Dorado,51,Total Municipio Segundo Trimestre 2021 ,,627,"9,516","70,862,583","7,447"
Dorado,51,"Agricultura, Bosque, Pesca y Caza        ",11,6,92,"393,180","4,258"
Dorado,51,Mineria                                  ,21,0,0,0,0
Dorado,51,"Electricidad, Agua y Gas                 ",22,4,18,"138,207","7,539"
Dorado,51,Construcción                             ,23,27,662,"4,108,676","6,206"
Dorado,51,Manufactura                              ,31-33,18,"1,370","16,569,689","12,098"
Dorado,51,Alimentos                                ,311,4,60,"235,966","3,955"
Dorado,51,Productos de Tabaco y Bebidas            ,312,1,*,*,*
Dorado,51,Textiles                                 ,313,0,0,0,0
Dorado,51,Productos Textiles Excepto Ropa          ,314,0,0,0,0
Dorado,51,Ropa                                     ,315,0,0,0,0
Dorado,51,Cuero y Productos Relacionados           ,316,0,0,0,0
Dorado,51,Productos de Madera                      ,321,1,*,*,*
Dorado,51,Papel                                    ,322,0,0,0,0
Dorado,51,Imprenta e Industrias Relacionadas       ,323,0,0,0,0
Dorado,51,Productos de Petróleo y Carbón           ,324,0,0,0,0
Dorado,51,Productos Químicos                       ,325,2,*,*,*
Dorado,51,Productos de Goma y Plásticos            ,326,2,*,*,*
Dorado,51,Productos Minerales no Metálicos         ,327,3,120,"1,519,150","12,695"
Dorado,51,Industrias de Materiales Primarios       ,331,0,0,0,0
Dorado,51,Productos de Metal                       ,332,0,0,0,0
Dorado,51,Maquinaria                               ,333,2,*,*,*
Dorado,51,Computadora y Productos Electrónicos    ,334,1,*,*,*
Dorado,51,Equipo y Aparatos Eléctricos             ,335,0,0,0,0
Dorado,51,Equipo de Transportación                 ,336,0,0,0,0
Dorado,51,Muebles y Productos Relacionados         ,337,1,*,*,*
Dorado,51,Industrias Manufactureras Misceláneas    ,339,1,*,*,*
Dorado,51,Comercio al por Mayor                    ,42,23,787,"4,808,565","6,107"
Dorado,51,Comercio al Detal                        ,44-45,82,"1,090","5,881,924","5,398"
Dorado,51,Transportación y Almacenamiento           ,48-49,9,77,"815,718","10,548"
Dorado,51,Información                              ,51,7,30,"122,519","4,084"
Dorado,51,Finanzas y Seguros                       ,52,27,113,"1,470,250","13,050"
Dorado,51,"Bienes Raíces, Renta o Arrendamiento     ",53,26,79,"672,969","8,519"
Dorado,51,Servicios Profesionales y Técnicos       ,54,138,554,"7,424,544","13,402"
Dorado,51,Gerencia de Companías y Empresas         ,55,0,0,0,0
Dorado,51,Servicios Adm. y Desperdicios Sólidos    ,56,29,898,"8,334,104","9,277"
Dorado,51,Servicios Educativos                     ,61,9,617,4802213,7787
Dorado,51,Servicios de Salud y Asistencia Social   ,62,80,370,"2,557,603","6,919"
Dorado,51,"Arte, Entretenimiento y Recreación       ",71,7,55,"205,114","3,729"
Dorado,51,Alojamiento y Servicios de Alimentos     ,72,70,"1,755","7,939,544","4,525"
Dorado,51,Otros Servicios Excepto Adm. Pública     ,81,53,191,"977,641","5,127"
Dorado,51,Administración Pública                   ,92,12,759,3640123,4798
Dorado,51,Otros (Establecimientos no Clasificados) ,99,0,0,0,0
Fajardo,53,Total Municipio Segundo Trimestre 2021 ,,512,"9,043","60,421,096","6,682"
Fajardo,53,"Agricultura, Bosque, Pesca y Caza        ",11,6,12,"25,322","2,170"
Fajardo,53,Mineria                                  ,21,1,*,*,*
Fajardo,53,"Electricidad, Agua y Gas                 ",22,3,190,"1,976,541","10,385"
Fajardo,53,Construcción                             ,23,10,34,"114,108","3,389"
Fajardo,53,Manufactura                              ,31-33,16,"1,051","10,223,678","9,728"
Fajardo,53,Alimentos                                ,311,6,50,"170,356","3,430"
Fajardo,53,Productos de Tabaco y Bebidas            ,312,0,0,0,0
Fajardo,53,Textiles                                 ,313,0,0,0,0
Fajardo,53,Productos Textiles Excepto Ropa          ,314,0,0,0,0
Fajardo,53,Ropa                                     ,315,0,0,0,0
Fajardo,53,Cuero y Productos Relacionados           ,316,0,0,0,0
