MUNICIPIO,CTY,INDUSTRIA,NAICS,UNIDADES, EMPLEO PROMEDIO , SALRIO Total Municipio Primer Trimestre 2021 , Promedio 
Camuy,27,Administración Pública                   ,92,11, 496 ," 2,300,254 "," 4,641 "
Camuy,27,Otros (Establecimientos no Clasificados) ,99,0, -   , -   , -   
Canóvanas,29,Total Municipio Primer Trimestre 2021 ,,351," 5,195 "," 32,459,086 "," 6,248 "
Canóvanas,29,"Agricultura, Bosque, Pesca y Caza        ",11,1, * , * , * 
Canóvanas,29,Mineria                                  ,21,0, -   , -   , -   
Canóvanas,29,"Electricidad, Agua y Gas                 ",22,1, * , * , * 
Canóvanas,29,Construcción                             ,23,14, 70 ," 328,380 "," 4,669 "
Canóvanas,29,Manufactura                              ,31-33,18, 595 ," 7,392,459 "," 12,431 "
Canóvanas,29,Alimentos                                ,311,5, * , * , * 
Canóvanas,29,Productos de Tabaco y Bebidas            ,312,0, -   , -   , -   
Canóvanas,29,Textiles                                 ,313,1, * , * , * 
Canóvanas,29,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Canóvanas,29,Ropa                                     ,315,0, -   , -   , -   
Canóvanas,29,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Canóvanas,29,Productos de Madera                      ,321,0, -   , -   , -   
Canóvanas,29,Papel                                    ,322,0, -   , -   , -   
Canóvanas,29,Imprenta e Industrias Relacionadas       ,323,2, * , * , * 
Canóvanas,29,Productos de Petróleo y Carbón           ,324,1, * , * , * 
Canóvanas,29,Productos Químicos                       ,325,4, * , * , * 
Canóvanas,29,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
Canóvanas,29,Productos Minerales no Metálicos         ,327,0, -   , -   , -   
Canóvanas,29,Industrias de Materiales Primarios       ,331,2, * , * , * 
Canóvanas,29,Productos de Metal                       ,332,2, * , * , * 
Canóvanas,29,Maquinaria                               ,333,0, -   , -   , -   
Canóvanas,29,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Canóvanas,29,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Canóvanas,29,Equipo de Transportación                 ,336,0, -   , -   , -   
Canóvanas,29,Muebles y Productos Relacionados         ,337,1, * , * , * 
Canóvanas,29,Industrias Manufactureras Misceláneas    ,339,0, -   , -   , -   
Canóvanas,29,Comercio al por Mayor                    ,42,12, 72 ," 732,564 "," 10,175 "
Canóvanas,29,Comercio al Detal                        ,44-45,88," 1,430 "," 6,810,436 "," 4,761 "
Canóvanas,29,Transportación y Almacenamiento           ,48-49,4, 44 ," 446,917 "," 10,081 "
Canóvanas,29,Información                              ,51,6, 46 ," 647,477 "," 14,076 "
Canóvanas,29,Finanzas y Seguros                       ,52,13, 114 ," 949,941 "," 8,309 "
Canóvanas,29,"Bienes Raíces, Renta o Arrendamiento     ",53,2, * , * , * 
Canóvanas,29,Servicios Profesionales y Técnicos       ,54,18, 50 ," 307,664 "," 6,195 "
Canóvanas,29,Gerencia de Companías y Empresas         ,55,2, * , * , * 
Canóvanas,29,Servicios Adm. y Desperdicios Sólidos    ,56,15, 76 ," 451,553 "," 5,968 "
Canóvanas,29,Servicios Educativos                     ,61,2, 484 ," 3,090,097 "," 6,389 "
Canóvanas,29,Servicios de Salud y Asistencia Social   ,62,66, 493 ," 2,990,639 "," 6,066 "
Canóvanas,29,"Arte, Entretenimiento y Recreación       ",71,8, 233 ," 1,187,620 "," 5,097 "
Canóvanas,29,Alojamiento y Servicios de Alimentos     ,72,43, 646 ," 1,858,044 "," 2,876 "
Canóvanas,29,Otros Servicios Excepto Adm. Pública     ,81,26, 104 ," 609,626 "," 5,881 "
Canóvanas,29,Administración Pública                   ,92,12, 605 ," 3,361,379 "," 5,556 "
Canóvanas,29,Otros (Establecimientos no Clasificados) ,99,0, -   , -   , -   
Carolina,31,Total Municipio Primer Trimestre 2021 ,,"1,976"," 41,996 "," 290,617,487 "," 6,920 "
Carolina,31,"Agricultura, Bosque, Pesca y Caza        ",11,4, 10 ," 34,894 "," 3,489 "
Carolina,31,Mineria                                  ,21,2, * , * , * 
Carolina,31,"Electricidad, Agua y Gas                 ",22,3, 261 ," 2,584,145 "," 9,914 "
Carolina,31,Construcción                             ,23,86," 1,053 "," 6,407,498 "," 6,083 "
Carolina,31,Manufactura                              ,31-33,77," 2,648 "," 43,263,258 "," 16,340 "
Carolina,31,Alimentos                                ,311,18, 213 ," 920,425 "," 4,328 "
Carolina,31,Productos de Tabaco y Bebidas            ,312,2, * , * , * 
Carolina,31,Textiles                                 ,313,1, * , * , * 
Carolina,31,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Carolina,31,Ropa                                     ,315,0, -   , -   , -   
Carolina,31,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Carolina,31,Productos de Madera                      ,321,4, 49 ," 378,013 "," 7,767 "
Carolina,31,Papel                                    ,322,1, * , * , * 
Carolina,31,Imprenta e Industrias Relacionadas       ,323,2, * , * , * 
Carolina,31,Productos de Petróleo y Carbón           ,324,1, * , * , * 
Carolina,31,Productos Químicos                       ,325,9, * , * , * 
Carolina,31,Productos de Goma y Plásticos            ,326,2, * , * , * 
Carolina,31,Productos Minerales no Metálicos         ,327,2, * , * , * 
Carolina,31,Industrias de Materiales Primarios       ,331,3, 26 ," 112,730 "," 4,281 "
Carolina,31,Productos de Metal                       ,332,14, 245 ," 1,458,246 "," 5,960 "
Carolina,31,Maquinaria                               ,333,3, 31 ," 168,587 "," 5,380 "
Carolina,31,Computadora y Productos Electrónicos    ,334,2, * , * , * 
Carolina,31,Equipo y Aparatos Eléctricos             ,335,2, * , * , * 
Carolina,31,Equipo de Transportación                 ,336,2, * , * , * 
Carolina,31,Muebles y Productos Relacionados         ,337,6, 33 ," 365,651 "," 11,080 "
Carolina,31,Industrias Manufactureras Misceláneas    ,339,3, * , * , * 
Carolina,31,Comercio al por Mayor                    ,42,141," 1,385 "," 15,283,574 "," 11,032 "
Carolina,31,Comercio al Detal                        ,44-45,395," 8,483 "," 45,934,795 "," 5,415 "
Carolina,31,Transportación y Almacenamiento           ,48-49,119," 3,990 "," 36,048,407 "," 9,035 "
Carolina,31,Información                              ,51,21, 273 ," 3,274,529 "," 11,980 "
Carolina,31,Finanzas y Seguros                       ,52,60, 577 ," 4,783,710 "," 8,291 "
Carolina,31,"Bienes Raíces, Renta o Arrendamiento     ",53,91, 802 ," 6,935,226 "," 8,651 "
Carolina,31,Servicios Profesionales y Técnicos       ,54,150, 890 ," 7,319,669 "," 8,224 "
Carolina,31,Gerencia de Companías y Empresas         ,55,8, 176 ," 2,209,234 "," 12,552 "
Carolina,31,Servicios Adm. y Desperdicios Sólidos    ,56,96," 4,916 "," 18,456,620 "," 3,755 "
Carolina,31,Servicios Educativos                     ,61,35," 2,880 "," 18,825,079 "," 6,536 "
Carolina,31,Servicios de Salud y Asistencia Social   ,62,235," 2,796 "," 16,387,556 "," 5,862 "
Carolina,31,"Arte, Entretenimiento y Recreación       ",71,24, 202 ," 1,081,306 "," 5,344 "
Carolina,31,Alojamiento y Servicios de Alimentos     ,72,249," 5,845 "," 25,636,962 "," 4,386 "
Carolina,31,Otros Servicios Excepto Adm. Pública     ,81,150, 694 ," 3,729,385 "," 5,371 "
Carolina,31,Administración Pública                   ,92,29," 4,092 "," 32,324,278 "," 7,899 "
Carolina,31,Otros (Establecimientos no Clasificados) ,99,1, * , * , * 
Cataño,33,Total Municipio Primer Trimestre 2021 ,,306," 10,144 "," 78,884,072 "," 7,776 "
Cataño,33,"Agricultura, Bosque, Pesca y Caza        ",11,0, -   , -   , -   
Cataño,33,Mineria                                  ,21,0, -   , -   , -   
Cataño,33,"Electricidad, Agua y Gas                 ",22,1, * , * , * 
Cataño,33,Construcción                             ,23,17, 253 ," 1,618,967 "," 6,408 "
Cataño,33,Manufactura                              ,31-33,21, 647 ," 5,634,135 "," 8,708 "
Cataño,33,Alimentos                                ,311,5, 197 ," 983,438 "," 4,992 "
Cataño,33,Productos de Tabaco y Bebidas            ,312,1, * , * , * 
Cataño,33,Textiles                                 ,313,0, -   , -   , -   
Cataño,33,Productos Textiles Excepto Ropa          ,314,2, * , * , * 
Cataño,33,Ropa                                     ,315,1, * , * , * 
Cataño,33,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Cataño,33,Productos de Madera                      ,321,0, -   , -   , -   
Cataño,33,Papel                                    ,322,1, * , * , * 
Cataño,33,Imprenta e Industrias Relacionadas       ,323,0, -   , -   , -   
Cataño,33,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Cataño,33,Productos Químicos                       ,325,2, * , * , * 
Cataño,33,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
Cataño,33,Productos Minerales no Metálicos         ,327,1, * , * , * 
Cataño,33,Industrias de Materiales Primarios       ,331,1, * , * , * 
Cataño,33,Productos de Metal                       ,332,5, 140 ," 906,377 "," 6,490 "
Cataño,33,Maquinaria                               ,333,1, * , * , * 
Cataño,33,Computadora y Productos Electrónicos    ,334,1, * , * , * 
Cataño,33,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Cataño,33,Equipo de Transportación                 ,336,0, -   , -   , -   
Cataño,33,Muebles y Productos Relacionados         ,337,0, -   , -   , -   
Cataño,33,Industrias Manufactureras Misceláneas    ,339,0, -   , -   , -   
Cataño,33,Comercio al por Mayor                    ,42,55," 2,083 "," 23,104,118 "," 11,092 "
Cataño,33,Comercio al Detal                        ,44-45,54, 747 ," 7,528,021 "," 10,078 "
Cataño,33,Transportación y Almacenamiento           ,48-49,27," 1,061 "," 10,169,089 "," 9,584 "
Cataño,33,Información                              ,51,7, * , * , * 
Cataño,33,Finanzas y Seguros                       ,52,3, 16 ," 82,513 "," 5,157 "
Cataño,33,"Bienes Raíces, Renta o Arrendamiento     ",53,14, 97 ," 613,130 "," 6,299 "
Cataño,33,Servicios Profesionales y Técnicos       ,54,24, 264 ," 2,767,255 "," 10,495 "
Cataño,33,Gerencia de Companías y Empresas         ,55,6, 356 ," 3,635,260 "," 10,221 "
Cataño,33,Servicios Adm. y Desperdicios Sólidos    ,56,18," 2,525 "," 9,359,235 "," 3,706 "
Cataño,33,Servicios Educativos                     ,61,3, 276 ," 1,761,216 "," 6,381 "
Cataño,33,Servicios de Salud y Asistencia Social   ,62,17, 122 ," 751,757 "," 6,145 "
Cataño,33,"Arte, Entretenimiento y Recreación       ",71,1, * , * , * 
Cataño,33,Alojamiento y Servicios de Alimentos     ,72,16, 172 ," 518,567 "," 3,015 "
Cataño,33,Otros Servicios Excepto Adm. Pública     ,81,12, 174 ," 1,210,521 "," 6,944 "
Cataño,33,Administración Pública                   ,92,10, 852 ," 4,649,296 "," 5,457 "
Cataño,33,Otros (Establecimientos no Clasificados) ,99,0, -   , -   , -   
Cayey,35,Total Municipio Primer Trimestre 2021 ,,472," 9,152 "," 61,163,209 "," 6,683 "
Cayey,35,"Agricultura, Bosque, Pesca y Caza        ",11,12, 25 ," 91,952 "," 3,630 "
Cayey,35,Mineria                                  ,21,1, * , * , * 
Cayey,35,"Electricidad, Agua y Gas                 ",22,3, 228 ," 2,144,160 "," 9,418 "
Cayey,35,Construcción                             ,23,22, 133 ," 606,438 "," 4,560 "
Cayey,35,Manufactura                              ,31-33,22," 1,812 "," 15,356,670 "," 8,477 "
Cayey,35,Alimentos                                ,311,4, 36 ," 136,777 "," 3,765 "
Cayey,35,Productos de Tabaco y Bebidas            ,312,3, 797 ," 6,574,830 "," 8,249 "
Cayey,35,Textiles                                 ,313,0, -   , -   , -   
Cayey,35,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Cayey,35,Ropa                                     ,315,1, * , * , * 
Cayey,35,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Cayey,35,Productos de Madera                      ,321,1, * , * , * 
Cayey,35,Papel                                    ,322,1, * , * , * 
Cayey,35,Imprenta e Industrias Relacionadas       ,323,2, * , * , * 
Cayey,35,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Cayey,35,Productos Químicos                       ,325,2, * , * , * 
Cayey,35,Productos de Goma y Plásticos            ,326,3, * , * , * 
Cayey,35,Productos Minerales no Metálicos         ,327,1, * , * , * 
Cayey,35,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Cayey,35,Productos de Metal                       ,332,2, * , * , * 
Cayey,35,Maquinaria                               ,333,0, -   , -   , -   
Cayey,35,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Cayey,35,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Cayey,35,Equipo de Transportación                 ,336,0, -   , -   , -   
Cayey,35,Muebles y Productos Relacionados         ,337,2, * , * , * 
Cayey,35,Industrias Manufactureras Misceláneas    ,339,0, -   , -   , -   
Cayey,35,Comercio al por Mayor                    ,42,15, 213 ," 1,785,365 "," 8,369 "
Cayey,35,Comercio al Detal                        ,44-45,109," 1,868 "," 10,244,476 "," 5,484 "
Cayey,35,Transportación y Almacenamiento           ,48-49,7, 48 ," 757,375 "," 15,779 "
Cayey,35,Información                              ,51,4, 61 ," 790,107 "," 13,024 "
Cayey,35,Finanzas y Seguros                       ,52,12, 107 ," 828,046 "," 7,715 "
Cayey,35,"Bienes Raíces, Renta o Arrendamiento     ",53,16, 59 ," 284,055 "," 4,787 "
Cayey,35,Servicios Profesionales y Técnicos       ,54,25, 64 ," 357,650 "," 5,559 "
Cayey,35,Gerencia de Companías y Empresas         ,55,2, * , * , * 
Cayey,35,Servicios Adm. y Desperdicios Sólidos    ,56,10, 78 ," 311,182 "," 3,990 "
Cayey,35,Servicios Educativos                     ,61,9," 1,201 "," 9,399,983 "," 7,829 "
Cayey,35,Servicios de Salud y Asistencia Social   ,62,99," 1,680 "," 11,417,070 "," 6,795 "
Cayey,35,"Arte, Entretenimiento y Recreación       ",71,11, 29 ," 316,091 "," 10,900 "
Cayey,35,Alojamiento y Servicios de Alimentos     ,72,50, 643 ," 1,921,367 "," 2,988 "
Cayey,35,Otros Servicios Excepto Adm. Pública     ,81,29, 124 ," 463,489 "," 3,748 "
Cayey,35,Administración Pública                   ,92,14, 764 ," 4,012,221 "," 5,249 "
Cayey,35,Otros (Establecimientos no Clasificados) ,99,0, -   , -   , -   
Ceiba,37,Total Municipio Primer Trimestre 2021 ,,103," 1,398 "," 7,601,074 "," 5,437 "
Ceiba,37,"Agricultura, Bosque, Pesca y Caza        ",11,2, * , * , * 
Ceiba,37,Mineria                                  ,21,0, -   , -   , -   
Ceiba,37,"Electricidad, Agua y Gas                 ",22,0, -   , -   , -   
Ceiba,37,Construcción                             ,23,6, 30 ," 148,417 "," 4,947 "
Ceiba,37,Manufactura                              ,31-33,10, 327 ," 1,875,041 "," 5,734 "
Ceiba,37,Alimentos                                ,311,2, * , * , * 
Ceiba,37,Productos de Tabaco y Bebidas            ,312,0, -   , -   , -   
Ceiba,37,Textiles                                 ,313,0, -   , -   , -   
Ceiba,37,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Ceiba,37,Ropa                                     ,315,0, -   , -   , -   
Ceiba,37,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Ceiba,37,Productos de Madera                      ,321,0, -   , -   , -   
Ceiba,37,Papel                                    ,322,0, -   , -   , -   
Ceiba,37,Imprenta e Industrias Relacionadas       ,323,0, -   , -   , -   
Ceiba,37,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Ceiba,37,Productos Químicos                       ,325,1, * , * , * 
Ceiba,37,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
Ceiba,37,Productos Minerales no Metálicos         ,327,1, * , * , * 
Ceiba,37,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Ceiba,37,Productos de Metal                       ,332,3, 57 ," 322,766 "," 5,663 "
Ceiba,37,Maquinaria                               ,333,1, * , * , * 
Ceiba,37,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Ceiba,37,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Ceiba,37,Equipo de Transportación                 ,336,1, * , * , * 
Ceiba,37,Muebles y Productos Relacionados         ,337,0, -   , -   , -   
Ceiba,37,Industrias Manufactureras Misceláneas    ,339,1, * , * , * 
Ceiba,37,Comercio al por Mayor                    ,42,6, 47 ," 233,546 "," 5,005 "
Ceiba,37,Comercio al Detal                        ,44-45,14, 108 ," 508,151 "," 4,720 "
Ceiba,37,Transportación y Almacenamiento           ,48-49,3, 47 ," 367,383 "," 7,762 "
Ceiba,37,Información                              ,51,0, -   , -   , -   
Ceiba,37,Finanzas y Seguros                       ,52,4, 22 ," 129,327 "," 5,969 "
Ceiba,37,"Bienes Raíces, Renta o Arrendamiento     ",53,4, 6 ," 24,002 "," 3,790 "
Ceiba,37,Servicios Profesionales y Técnicos       ,54,8, 31 ," 482,995 "," 15,415 "
Ceiba,37,Gerencia de Companías y Empresas         ,55,0, -   , -   , -   
Ceiba,37,Servicios Adm. y Desperdicios Sólidos    ,56,6, 47 ," 204,270 "," 4,316 "
Ceiba,37,Servicios Educativos                     ,61,4, 212 ," 1,315,954 "," 6,207 "
Ceiba,37,Servicios de Salud y Asistencia Social   ,62,14, 63 ," 261,397 "," 4,171 "
Ceiba,37,"Arte, Entretenimiento y Recreación       ",71,0, -   , -   , -   
Ceiba,37,Alojamiento y Servicios de Alimentos     ,72,6, 62 ," 229,222 "," 3,677 "
Ceiba,37,Otros Servicios Excepto Adm. Pública     ,81,6, 13 ," 52,033 "," 4,108 "
Ceiba,37,Administración Pública                   ,92,10, 381 ," 1,766,891 "," 4,638 "
Ceiba,37,Otros (Establecimientos no Clasificados) ,99,0, -   , -   , -   
Ciales,39,Total Municipio Primer Trimestre 2021 ,,142," 1,589 "," 7,772,420 "," 4,892 "
Ciales,39,"Agricultura, Bosque, Pesca y Caza        ",11,22, 52 ," 138,448 "," 2,646 "
Ciales,39,Mineria                                  ,21,1, * , * , * 
Ciales,39,"Electricidad, Agua y Gas                 ",22,1, * , * , * 
Ciales,39,Construcción                             ,23,14, 118 ," 388,595 "," 3,293 "
Ciales,39,Manufactura                              ,31-33,11, 115 ," 556,745 "," 4,855 "
Ciales,39,Alimentos                                ,311,7, 59 ," 269,579 "," 4,543 "
Ciales,39,Productos de Tabaco y Bebidas            ,312,1, * , * , * 
Ciales,39,Textiles                                 ,313,0, -   , -   , -   
Ciales,39,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Ciales,39,Ropa                                     ,315,0, -   , -   , -   
Ciales,39,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Ciales,39,Productos de Madera                      ,321,0, -   , -   , -   
Ciales,39,Papel                                    ,322,0, -   , -   , -   
Ciales,39,Imprenta e Industrias Relacionadas       ,323,1, * , * , * 
Ciales,39,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Ciales,39,Productos Químicos                       ,325,1, * , * , * 
Ciales,39,Productos de Goma y Plásticos            ,326,1, * , * , * 
Ciales,39,Productos Minerales no Metálicos         ,327,0, -   , -   , -   
Ciales,39,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Ciales,39,Productos de Metal                       ,332,0, -   , -   , -   
Ciales,39,Maquinaria                               ,333,0, -   , -   , -   
Ciales,39,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Ciales,39,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Ciales,39,Equipo de Transportación                 ,336,0, -   , -   , -   
Ciales,39,Muebles y Productos Relacionados         ,337,0, -   , -   , -   
Ciales,39,Industrias Manufactureras Misceláneas    ,339,0, -   , -   , -   
Ciales,39,Comercio al por Mayor                    ,42,4, 13 ," 57,043 "," 4,503 "
Ciales,39,Comercio al Detal                        ,44-45,28, 196 ," 687,152 "," 3,512 "
Ciales,39,Transportación y Almacenamiento           ,48-49,2, * , * , * 
Ciales,39,Información                              ,51,0, -   , -   , -   
Ciales,39,Finanzas y Seguros                       ,52,2, * , * , * 
Ciales,39,"Bienes Raíces, Renta o Arrendamiento     ",53,2, * , * , * 
Ciales,39,Servicios Profesionales y Técnicos       ,54,8, 35 ," 246,438 "," 6,975 "
Ciales,39,Gerencia de Companías y Empresas         ,55,0, -   , -   , -   
Ciales,39,Servicios Adm. y Desperdicios Sólidos    ,56,2, * , * , * 
Ciales,39,Servicios Educativos                     ,61,2, 279 ," 1,812,971 "," 6,498 "
Ciales,39,Servicios de Salud y Asistencia Social   ,62,14, 212 ," 1,424,134 "," 6,707 "
Ciales,39,"Arte, Entretenimiento y Recreación       ",71,0, -   , -   , -   
Ciales,39,Alojamiento y Servicios de Alimentos     ,72,13, 131 ," 354,865 "," 2,716 "
Ciales,39,Otros Servicios Excepto Adm. Pública     ,81,6, 15 ," 24,946 "," 1,627 "
Ciales,39,Administración Pública                   ,92,10, 332 ," 1,452,381 "," 4,375 "
Ciales,39,Otros (Establecimientos no Clasificados) ,99,0, -   , -   , -   
Cidra,41,Total Municipio Primer Trimestre 2021 ,,372," 5,554 "," 36,644,512 "," 6,598 "
Cidra,41,"Agricultura, Bosque, Pesca y Caza        ",11,14, 24 ," 64,383 "," 2,720 "
Cidra,41,Mineria                                  ,21,0, -   , -   , -   
Cidra,41,"Electricidad, Agua y Gas                 ",22,1, * , * , * 
Cidra,41,Construcción                             ,23,17, 80 ," 397,624 "," 4,970 "
Cidra,41,Manufactura                              ,31-33,28," 1,030 "," 9,981,831 "," 9,694 "
Cidra,41,Alimentos                                ,311,5, * , * , * 
Cidra,41,Productos de Tabaco y Bebidas            ,312,3, 46 ," 279,308 "," 6,116 "
Cidra,41,Textiles                                 ,313,0, -   , -   , -   
Cidra,41,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Cidra,41,Ropa                                     ,315,1, * , * , * 
Cidra,41,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Cidra,41,Productos de Madera                      ,321,0, -   , -   , -   
Cidra,41,Papel                                    ,322,0, -   , -   , -   
Cidra,41,Imprenta e Industrias Relacionadas       ,323,1, * , * , * 
Cidra,41,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Cidra,41,Productos Químicos                       ,325,2, * , * , * 
Cidra,41,Productos de Goma y Plásticos            ,326,2, * , * , * 
Cidra,41,Productos Minerales no Metálicos         ,327,0, -   , -   , -   
Cidra,41,Industrias de Materiales Primarios       ,331,1, * , * , * 
Cidra,41,Productos de Metal                       ,332,5, 119 ," 873,395 "," 7,360 "
Cidra,41,Maquinaria                               ,333,2, * , * , * 
Cidra,41,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Cidra,41,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Cidra,41,Equipo de Transportación                 ,336,0, -   , -   , -   
Cidra,41,Muebles y Productos Relacionados         ,337,4, 9 ," 24,318 "," 2,806 "
Cidra,41,Industrias Manufactureras Misceláneas    ,339,2, * , * , * 
Cidra,41,Comercio al por Mayor                    ,42,8, 47 ," 740,708 "," 15,760 "
Cidra,41,Comercio al Detal                        ,44-45,85, 971 ," 4,696,903 "," 4,839 "
Cidra,41,Transportación y Almacenamiento           ,48-49,18, 100 ," 761,693 "," 7,592 "
Cidra,41,Información                              ,51,6, 69 ," 562,310 "," 8,110 "
Cidra,41,Finanzas y Seguros                       ,52,6, 52 ," 363,634 "," 7,038 "
Cidra,41,"Bienes Raíces, Renta o Arrendamiento     ",53,9, 43 ," 188,939 "," 4,428 "
Cidra,41,Servicios Profesionales y Técnicos       ,54,19, 43 ," 329,315 "," 7,658 "
Cidra,41,Gerencia de Companías y Empresas         ,55,2, * , * , * 
Cidra,41,Servicios Adm. y Desperdicios Sólidos    ,56,16, 294 ," 1,568,936 "," 5,330 "
Cidra,41,Servicios Educativos                     ,61,4, 611 ," 3,917,234 "," 6,415 "
Cidra,41,Servicios de Salud y Asistencia Social   ,62,59, 833 ," 6,298,111 "," 7,561 "
Cidra,41,"Arte, Entretenimiento y Recreación       ",71,1, * , * , * 
Cidra,41,Alojamiento y Servicios de Alimentos     ,72,45, 629 ," 2,055,225 "," 3,266 "
Cidra,41,Otros Servicios Excepto Adm. Pública     ,81,22, 161 ," 823,608 "," 5,116 "
Cidra,41,Administración Pública                   ,92,12, 447 ," 2,349,566 "," 5,256 "
Cidra,41,Otros (Establecimientos no Clasificados) ,99,0, -   , -   , -   
Coamo,43,Total Municipio Primer Trimestre 2021 ,,304," 3,488 "," 17,854,248 "," 5,118 "
Coamo,43,"Agricultura, Bosque, Pesca y Caza        ",11,30, 167 ," 542,488 "," 3,248 "
Coamo,43,Mineria                                  ,21,0, -   , -   , -   
Coamo,43,"Electricidad, Agua y Gas                 ",22,1, * , * , * 
Coamo,43,Construcción                             ,23,12, 86 ," 418,016 "," 4,861 "
Coamo,43,Manufactura                              ,31-33,23, 523 ," 3,394,556 "," 6,495 "
Coamo,43,Alimentos                                ,311,8, 145 ," 554,045 "," 3,821 "
Coamo,43,Productos de Tabaco y Bebidas            ,312,2, * , * , * 
Coamo,43,Textiles                                 ,313,0, -   , -   , -   
Coamo,43,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Coamo,43,Ropa                                     ,315,1, * , * , * 
Coamo,43,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Coamo,43,Productos de Madera                      ,321,0, -   , -   , -   
Coamo,43,Papel                                    ,322,0, -   , -   , -   
Coamo,43,Imprenta e Industrias Relacionadas       ,323,1, * , * , * 
Coamo,43,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Coamo,43,Productos Químicos                       ,325,1, * , * , * 
Coamo,43,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
Coamo,43,Productos Minerales no Metálicos         ,327,2, * , * , * 
Coamo,43,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Coamo,43,Productos de Metal                       ,332,2, * , * , * 
Coamo,43,Maquinaria                               ,333,0, -   , -   , -   
Coamo,43,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Coamo,43,Equipo y Aparatos Eléctricos             ,335,1, * , * , * 
Coamo,43,Equipo de Transportación                 ,336,0, -   , -   , -   
Coamo,43,Muebles y Productos Relacionados         ,337,4, * , * , * 
Coamo,43,Industrias Manufactureras Misceláneas    ,339,1, * , * , * 
Coamo,43,Comercio al por Mayor                    ,42,4, 15 ," 91,186 "," 6,079 "
Coamo,43,Comercio al Detal                        ,44-45,71, 567 ," 2,443,395 "," 4,309 "
Coamo,43,Transportación y Almacenamiento           ,48-49,4, 30 ," 380,713 "," 12,551 "
Coamo,43,Información                              ,51,4, 13 ," 38,763 "," 3,060 "
Coamo,43,Finanzas y Seguros                       ,52,8, 117 ," 844,731 "," 7,220 "
Coamo,43,"Bienes Raíces, Renta o Arrendamiento     ",53,4, 9 ," 41,311 "," 4,590 "
Coamo,43,Servicios Profesionales y Técnicos       ,54,19, 50 ," 417,305 "," 8,346 "
Coamo,43,Gerencia de Companías y Empresas         ,55,0, -   , -   , -   
Coamo,43,Servicios Adm. y Desperdicios Sólidos    ,56,9, 107 ," 339,934 "," 3,187 "
Coamo,43,Servicios Educativos                     ,61,5, 628 ," 3,946,089 "," 6,287 "
Coamo,43,Servicios de Salud y Asistencia Social   ,62,45, 267 ," 1,369,640 "," 5,130 "
Coamo,43,"Arte, Entretenimiento y Recreación       ",71,3, 4 ," 26,312 "," 7,176 "
Coamo,43,Alojamiento y Servicios de Alimentos     ,72,38, 373 ," 808,861 "," 2,167 "
Coamo,43,Otros Servicios Excepto Adm. Pública     ,81,8, 19 ," 74,900 "," 3,942 "
Coamo,43,Administración Pública                   ,92,15, 418 ," 2,047,734 "," 4,899 "
Coamo,43,Otros (Establecimientos no Clasificados) ,99,1, * , * , * 
Comerío,45,Total Municipio Primer Trimestre 2021 ,,130," 1,619 "," 8,518,279 "," 5,260 "
